Benchmark,NeuralNet,WeightUpdateRule,eta,theta,gamma,epsilon,beta_1,beta_2,lambda,MSE
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Hemberg_3,1,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Hemberg_3,1,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
